id,Attr47,Attr57,Attr23,Attr43,Attr29,Attr41,Attr34,Attr55,Attr32,Attr45,Attr58,Attr52,Attr61,Attr44,Attr59,Attr5,Attr12,Attr60,Attr15,Attr28,Attr53,Attr64,Attr1,Attr2,Attr3,Attr6,Attr9,Attr11,Attr22,Attr24,Attr25,Attr35,Attr36,Attr38,Attr48,Attr51,Attr8,Attr16,Attr50,Attr4,Attr33,Attr40,Attr46,Attr13,Attr19,Attr62,class
4631,48.287,0.072281,0.034523,117.96,4.1618,0.08136,4.1735,4497.5,67.709,0.25295,1.0367,0.18436,5.3567,68.14,0.0,58.512,0.18151,7.3269,929.87,0.72445,1.5406,3.2255,0.04763,0.34104,0.30987,0.0,1.3797,0.054607,0.053487,0.04763,0.38612,-0.034908,1.3797,0.65896,-0.032751,0.26241,1.9322,0.39253,1.678,2.1809,5.4243,0.48174,1.4633,0.09703,0.034523,69.422,0
4632,27.141,0.10375,0.037341,87.206,4.1515,0.066355,0.24697,3468.1,53.578,0.45352,1.1073,0.14679,6.3864,57.153,0.049968,18.446,0.22974,12.145,801.59,0.52119,1.3482,3.7458,0.065668,0.31746,0.24469,0.026202,0.90311,0.065668,0.078404,0.026202,0.63296,0.078404,2.0585,0.66459,-0.000482,0.28583,1.9939,0.45535,1.6711,1.8561,6.8125,0.3861,1.3495,0.082199,0.037341,59.325,0
4633,17.291,1.1715,0.10084,53.816,3.5468,0.082713,2.4799,-393.84,119.47,3.0155,0.72022,0.32426,8.7718,41.611,0.37044,-288.66,0.44055,29.905,1030.3,-0.22617,0.46964,5.4562,0.27201,0.76781,-0.11181,0.0,2.6975,0.31067,0.30943,0.47258,0.15078,0.25975,2.6975,0.3182,0.30943,0.61742,0.3024,0.35426,0.65851,0.8189,3.084,0.17474,0.67281,0.10084,0.10084,83.544,0
4634,19.62,0.18218,0.012883,77.094,4.1576,0.24301,0.065653,3302.3,54.966,0.24187,0.99091,0.15059,6.3311,57.652,0.96279,4.3537,0.099243,18.774,2649.0,0.90608,0.96593,13.659,0.044615,0.75253,0.22972,0.1628,1.0092,0.051285,0.049406,0.20816,0.24489,0.049406,3.5287,0.48066,-0.003,0.51676,0.32542,0.13779,0.99195,1.4445,6.6404,0.029093,1.0876,0.029942,0.014809,54.466,0
4635,30.106,0.087002,0.013981,175.37,4.8805,1.0326,2.1237,15371.0,171.25,0.21037,0.80929,0.46832,2.4154,151.12,0.0,1071.7,0.033194,15.047,11056.0,2.0449,3.0065,18.709,0.025886,0.70246,0.20238,0.0,1.8515,0.029787,0.022675,-0.039046,0.19294,-0.013946,1.8515,0.29754,0.022675,0.69866,0.42356,0.033014,1.2827,1.2897,2.1353,0.016347,1.1135,0.012525,0.012525,137.73,0
4636,0.040319,0.081706,0.026582,106.93,6.056,0.11984,0.13855,173570.0,80.345,0.22132,0.95963,0.22012,5.7856,63.088,0.2452,-11.095,0.15506,8.3256,1469.7,0.29654,0.99686,3.064,0.041902,0.45873,0.15256,0.080272,1.0421,0.051632,0.063555,0.10081,0.51284,0.063555,1.5944,0.63859,0.001264,0.33298,1.118,0.24835,1.0584,1.4582,4.5429,0.07132,0.88957,0.072272,0.032755,77.102,0
4637,28.677,0.98946,0.05856,64.63,3.332,0.068247,7.1391,557.78,51.189,0.78976,0.94445,0.14007,9.7164,37.565,0.0,-163.04,0.44297,13.486,755.04,5.2433,6.2433,105.49,0.30598,0.69076,0.25971,0.0,5.2251,0.30944,0.30944,0.52381,0.30598,0.2997,5.2251,0.30924,0.2815,0.69076,0.44769,0.48342,1.376,1.376,7.1391,0.036583,0.81509,0.063908,0.05856,48.253,0
4638,40.584,0.21694,0.056373,132.52,5.2935,0.12761,0.21527,32912.0,130.22,0.55361,0.9158,0.35676,3.828,95.349,0.011677,-25.537,0.22834,9.8206,1358.9,0.59079,1.5409,5.9299,0.094746,0.55422,0.16745,0.15561,1.0919,0.12539,0.11931,0.20674,0.43674,0.11931,1.7044,0.44184,0.095834,0.54912,0.78803,0.2686,1.2929,1.3049,2.803,0.19372,0.99327,0.088573,0.074605,119.25,0
4639,55.264,0.061257,0.015476,128.01,4.1766,0.17496,0.061636,-182.82,135.63,0.1016,1.006,0.37158,5.0403,72.416,0.062026,-60.646,0.041401,6.5651,2198.7,-0.024398,0.69505,2.7511,0.021246,0.53468,-0.012175,0.049574,0.99402,0.021246,0.032956,0.049574,0.34683,0.032956,1.4255,0.36834,-0.034561,0.51317,0.64866,0.16601,0.937,0.97628,2.6912,0.038053,0.5688,0.064658,0.015476,136.44,0
4640,8.7055,0.070386,0.1606,146.49,5.4736,0.017833,1.6942,32907.0,58.915,8.634,0.77989,0.16141,2.6126,139.71,0.0,121.93,1.6988,53.761,197.49,0.13179,1.0848,0.47545,0.064078,0.050226,0.11059,0.064078,1.2822,0.085323,0.085092,0.085323,0.91037,0.085092,0.40223,0.91037,0.07759,0.050226,18.126,1.8482,3.2019,3.2019,6.1954,0.013574,3.0541,0.23265,0.21385,45.947,0
4641,69.717,0.010525,0.004854,129.1,4.4244,0.087401,0.089056,9976.0,51.108,0.025801,0.98492,0.14002,6.0394,60.436,0.0,13.951,0.063316,5.3156,1041.6,0.95223,1.9522,4.2332,0.008102,0.2302,0.37548,0.12402,1.0153,0.014576,0.020501,0.16438,0.7698,0.020501,1.6731,0.7698,-0.045591,0.2302,3.344,0.35042,2.6311,2.6311,7.1418,0.066334,1.267,0.048326,0.008732,50.337,0
4642,25.986,0.37402,0.14699,66.631,5.8248,0.026737,1.1293,343620.0,65.07,2.4829,0.83157,0.17827,8.1071,45.023,0.0,104.84,1.2227,16.891,275.88,2.241,2.9592,7.5294,0.25401,0.25617,0.51433,0.70384,1.2026,0.31322,0.28929,0.88468,0.67913,0.28929,1.7618,0.67913,0.26359,0.25617,2.6511,1.323,3.0077,3.0077,5.6094,1.7763,2.6084,0.19613,0.18126,54.11,0
4643,37.971,0.017346,0.007456,164.92,4.598,0.20327,0.062219,14798.0,86.53,0.072322,0.99094,0.23707,2.8673,127.3,0.0,56.696,0.035766,9.7004,2698.0,1.303,2.1711,5.0512,0.010792,0.34005,0.37339,0.013025,1.0091,0.012162,0.021157,0.013979,0.62215,0.021157,1.4693,0.62215,-0.012684,0.34005,1.8296,0.13529,2.0981,2.0981,4.2182,0.17465,1.6592,0.031782,0.008402,85.746,0
4644,76.59,0.074136,0.004741,161.89,4.2451,0.44395,2.0389,2837.7,136.29,0.022834,1.0007,0.37292,4.2392,86.101,1.8187,4685.8,0.018767,4.8162,7012.3,0.96745,0.69801,10.914,0.008632,0.88357,0.16138,0.017143,1.8206,0.03296,0.032958,0.038307,0.070255,0.021412,1.8206,0.32818,-0.000425,0.67182,0.13178,0.052052,0.94299,1.2402,2.6816,0.03826,0.67752,0.025261,0.006925,134.69,0
4645,42.392,-0.19307,-0.1111,108.76,4.7973,-0.32959,-0.25534,-14946.0,192.1,-0.86016,1.1121,0.52629,5.9241,61.613,0.0,-144.25,-0.23168,7.7421,-4796.7,-0.3231,0.66705,1.1592,-0.095019,0.50058,-0.23838,-0.062532,0.89918,-0.11598,-0.12782,-0.07511,0.49215,-0.12782,0.86965,0.49215,-0.2057,0.50058,0.98315,-0.076093,0.52379,0.52379,1.9001,0.014714,0.30311,-0.044538,-0.13561,213.64,0
4646,33.874,0.14516,0.033836,80.263,3.6228,0.12193,3.0464,-135.08,98.987,0.35941,1.0334,0.27025,7.952,45.9,0.25241,-4351.3,0.15634,10.622,1527.5,-0.058763,0.75154,3.2242,0.059773,0.58823,-0.032196,0.0,1.7665,0.10924,0.095964,0.092783,0.20977,-0.019231,1.7665,0.5157,0.031118,0.4843,0.70001,0.23896,0.76858,0.93352,3.7002,0.13141,0.59011,0.079569,0.042861,100.06,0
4647,26.787,0.17221,0.043025,64.722,5.7063,0.053919,0.37039,132240.0,43.319,0.61316,0.95613,0.11868,9.3327,39.11,0.0,6.3655,0.47374,14.251,511.85,0.56485,1.3363,5.3482,0.10596,0.27945,0.26009,0.29276,1.0459,0.13239,0.1035,0.34397,0.6153,0.1035,2.4975,0.6153,0.036617,0.27945,2.2018,0.7131,1.9307,1.9307,8.4259,0.36809,1.3124,0.080918,0.053758,41.418,0
4648,98.093,0.032451,0.083438,216.56,5.9832,0.15645,0.087902,66679.0,183.99,0.32423,0.95755,0.50408,2.9764,122.63,0.1271,-39.226,0.18237,3.8859,1580.2,0.087512,0.9336,0.3631,0.023992,0.23276,0.069301,0.072249,1.0443,0.025311,0.02046,0.080088,0.73932,0.02046,0.3421,0.83329,-0.007994,0.13879,3.1763,0.23099,0.89402,1.4993,1.9838,0.27012,0.96618,0.18698,0.088027,176.18,0
4649,35.006,0.035674,0.009626,108.85,4.3086,0.20535,0.008864,6458.7,52.075,0.099632,1.0074,0.14267,4.96,73.589,0.13908,23.185,0.074367,10.35,1736.4,0.79271,1.3237,4.9058,0.018906,0.35599,0.31736,0.073819,0.99267,0.020992,0.003156,0.085209,0.52996,0.003156,2.0274,0.60367,-0.050682,0.28228,1.4887,0.2102,1.6845,2.1243,7.0091,0.049297,1.4521,0.0381,0.010688,52.46,0
4650,25.612,0.42193,0.075594,84.226,5.8882,0.035359,0.71427,187390.0,54.844,1.1964,0.90048,0.15026,5.9676,61.163,0.0,15.547,0.73051,15.826,385.81,0.55413,0.96922,5.4098,0.17888,0.32018,0.24239,0.53584,1.1105,0.2339,0.2287,0.69034,0.42396,0.2287,2.3944,0.42396,0.15968,0.32018,1.3241,0.94605,1.757,1.757,6.6552,0.051569,1.29,0.128,0.09884,49.386,0
4651,22.591,0.029044,0.004982,96.977,4.8121,0.24869,0.05683,-9729.1,134.21,0.081685,0.98544,0.36769,4.8853,74.715,0.0379,-57.28,0.026317,16.395,3605.9,-0.3047,0.63272,3.6884,0.009045,0.66958,-0.14997,0.025651,1.0148,0.017311,0.038053,0.042181,0.31142,0.038053,1.8345,0.32322,-0.012414,0.65778,0.46509,0.10122,0.7584,0.77201,2.7197,0.038732,0.60367,0.037334,0.009536,132.25,0
4652,56.641,0.43375,0.089371,98.565,4.1501,0.047025,0.67352,6364.4,62.722,0.65289,0.8821,0.17184,7.5099,48.602,0.083361,13.452,0.74341,7.3054,526.42,3.0632,3.7195,18.052,0.23727,0.44804,0.4505,0.39594,1.1337,0.29917,0.30176,0.49541,0.54702,0.30176,2.7361,0.59262,0.29028,0.40244,1.2209,0.69337,1.9037,2.1194,5.8193,0.33794,1.2164,0.11701,0.11269,55.327,0
4653,33.317,-0.18857,-0.033974,154.74,4.6197,6.9293,2.323,3809.5,144.06,-0.36143,1.0384,0.39437,3.0307,120.43,0.048086,213.79,-0.085556,10.638,-27948.0,0.35558,1.1237,6.2367,-0.054492,0.71102,0.091446,0.0,1.6039,-0.041898,-0.043023,-0.016552,0.18772,-0.046501,1.6039,0.30287,-0.089466,0.65138,0.40642,-0.01306,1.0447,1.1404,2.5357,0.096478,0.90893,-0.00579,-0.034746,148.23,0
4654,34.315,0.1299,0.047616,107.17,3.6182,0.054474,6.8929,1662.5,47.652,0.53586,0.95759,0.1303,4.8837,74.739,0.028491,1812.5,0.38663,11.254,657.74,1.1281,2.05,5.5926,0.094537,0.27224,0.40047,0.0,1.9854,0.11924,0.11005,0.24519,8.6e-05,0.11249,1.9854,0.7485,0.053512,0.24452,2.6733,0.55493,2.3692,2.6378,7.6744,0.25368,1.9163,0.076091,0.047616,44.952,0
4655,20.653,0.021951,0.000345,32.145,4.1885,0.74565,8.4525,2457.4,30.024,0.006087,1.0028,0.08157,31.786,11.483,2.241,-2460.8,0.00899,17.666,9495.2,0.68621,0.50467,32.148,0.002571,0.8829,0.15923,0.0,7.4597,0.023209,0.011002,0.042354,0.11387,0.059536,7.4597,0.37954,-0.017464,0.60873,0.13264,0.038441,0.86982,1.2616,12.259,0.18234,0.56788,0.00455,0.000734,29.785,0
4656,26.043,1.1731,0.21658,52.068,3.1404,0.009896,10.517,571.98,34.14,4.4918,0.676,0.093364,10.589,34.469,0.0,57.748,3.4327,20.739,108.29,1.245,2.231,12.084,0.87024,0.25819,0.41397,0.0,4.018,0.87104,0.8697,1.7163,0.74037,0.87244,4.018,0.74181,0.8697,0.25352,2.8732,3.3706,2.5853,2.6329,10.711,0.37201,1.8687,0.21658,0.21658,23.03,0
4657,58.579,-0.010527,-0.005046,119.6,3.9962,0.13901,0.014515,3830.9,50.517,-0.031546,0.99662,0.1384,5.9617,61.224,0.0,43.284,-0.006782,6.2521,1696.0,0.91705,1.5834,3.3034,-0.007025,0.19204,0.3865,0.020235,1.0034,-0.001303,0.002788,0.016989,0.66734,0.002788,1.4203,0.66734,-0.039845,0.19204,3.4749,0.21521,3.0126,3.0126,7.2253,0.63693,1.853,0.029685,-0.000936,50.347,0
4658,75.876,-0.18815,-0.050408,104.64,4.4488,-0.76172,-0.1319,1.17,119.11,-0.23918,1.0138,0.32634,13.167,27.721,0.002983,-79.406,-0.17503,4.745,-4251.0,7.9e-05,0.72014,2.6879,-0.071713,0.47182,4.2e-05,-0.039597,0.98638,-0.082382,-0.062235,-0.036823,0.38116,-0.062235,1.4566,0.38229,-0.10411,0.47068,0.80785,-0.085863,0.99768,1.0001,3.0643,0.13353,0.36309,-0.028476,-0.057907,120.76,0
4659,80.747,0.66739,0.044931,84.322,3.4924,0.24417,1.8861,-922.29,175.54,0.21075,0.97435,0.47899,56.108,6.5053,0.035304,-6721.5,0.097336,4.6905,2651.9,-0.59529,0.23353,3.4687,0.077697,0.88358,-0.29677,-0.24489,1.7293,0.096105,0.076707,0.077697,-0.034976,0.069485,1.7293,0.12053,0.032791,0.79824,0.13176,0.13764,0.56754,0.62822,2.0877,0.12775,0.16636,0.070326,0.044931,168.49,0
4661,35.943,0.14717,0.047087,104.88,5.139,0.075215,0.25765,30846.0,96.066,0.49995,0.95642,0.2632,5.1772,70.501,0.000388,12.446,0.24346,10.618,863.3,0.62642,1.488,4.6507,0.07829,0.41875,0.22395,0.19817,1.0456,0.1019,0.10789,0.29525,0.53198,0.10789,1.7107,0.53219,0.032746,0.41854,1.2704,0.42279,1.5343,1.5351,3.7995,0.39361,1.1609,0.10648,0.061286,91.88,0
4662,15.001,0.21106,0.020812,20.178,3.6131,0.068082,0.34295,126.17,27.125,0.50768,0.99748,0.074314,69.99,5.215,0.028831,-12.987,0.35592,24.393,756.12,0.056207,1.0266,10.411,0.11854,0.43838,0.030749,0.16389,1.0025,0.15027,0.15034,0.20835,0.56162,0.15034,5.8557,0.57781,0.088992,0.42219,1.2811,0.48272,1.0332,1.0728,13.456,0.32705,0.5198,0.037155,0.026383,27.056,0
4663,21.148,0.082276,0.025007,52.954,4.105,0.043437,0.50213,5926.2,22.904,0.42529,1.0148,0.062751,11.59,31.493,0.0,47.182,0.39222,17.007,564.17,1.2244,1.9401,6.3831,0.060673,0.1545,0.46539,-0.12921,0.9854,0.060599,0.077581,-0.12755,0.73743,0.077581,2.551,0.73743,0.038221,0.1545,4.7729,0.64697,4.0122,4.0122,15.936,1.7339,3.0888,0.041199,0.024977,23.243,0
4664,23.34,0.011257,0.005664,71.062,4.2587,0.090721,0.090201,-253.88,81.354,0.091373,0.96939,0.22289,7.5357,48.436,0.0,-29.039,0.090131,16.132,1007.4,-0.01961,0.98031,1.9484,0.007875,0.3004,-0.013994,0.025986,1.0316,0.027076,0.027097,0.048583,0.69954,0.027097,1.4058,0.69954,-0.05467,0.3004,2.3287,0.36232,0.95342,0.95342,4.4866,0.052344,0.66652,0.078285,0.019474,78.863,0
4665,39.781,0.001527,0.000252,194.0,4.6007,0.36216,0.046002,9557.8,146.98,0.002343,0.98806,0.40269,2.3595,154.69,0.10223,11.455,0.002481,9.2861,7739.8,3.2062,3.8064,23.043,0.000435,0.71461,0.23972,0.004141,1.0121,0.001701,0.032873,0.009045,0.2846,0.032873,1.7374,0.31369,0.000874,0.68551,0.39826,0.047159,1.2947,1.3497,2.4833,0.013874,1.079,0.01956,0.000987,145.23,0
4666,107.37,1.0741,-0.036869,221.52,4.5365,-6.0185,-0.02364,6839.1,105.95,-0.12278,1.0208,0.29028,3.2612,111.92,-42.717,17.221,-0.12561,3.3303,-124180.0,0.31472,-0.031039,0.90428,-0.021065,1.0071,0.19885,-0.021065,0.97967,-0.021266,-0.023807,-0.021266,-0.019612,-0.023807,0.59136,0.81815,-0.042113,0.1693,-0.019474,-0.002939,0.36557,2.1746,3.4449,0.12633,1.1612,-0.00518,-0.03722,108.15,0
4667,25.517,0.19867,0.094087,120.1,4.5142,0.020849,1.3648,20560.0,39.038,1.5235,0.88338,0.10695,3.7414,97.558,0.0,125.72,1.1651,16.193,265.03,3.0357,3.9514,8.3438,0.16274,0.16342,0.62929,0.40863,1.132,0.19041,0.22304,0.47402,0.81911,0.22304,1.7699,0.81911,0.18838,0.16342,5.0124,1.3772,4.8508,4.8508,9.3498,1.3682,4.1971,0.13012,0.11008,34.486,0
4668,31.225,0.004203,0.00149,80.533,4.5378,0.27006,-0.000939,14017.0,43.187,0.017397,1.001,0.11832,7.4071,49.277,0.001095,42.831,0.020491,11.678,2550.6,1.1376,1.9828,5.5934,0.002976,0.23736,0.40628,0.11351,0.99902,0.004848,-0.000223,0.13598,0.70812,-0.000223,2.0238,0.7089,-0.029342,0.23659,2.9833,0.1431,2.7084,2.7172,8.4515,0.85433,1.9942,0.017004,0.002427,43.23,0
4669,47.029,0.14249,0.091266,115.1,5.3223,0.048385,2.5452,33920.0,123.36,1.2882,0.55442,0.33142,4.0902,89.238,0.000535,247.95,0.62379,14.114,534.16,0.25812,1.195,1.8658,0.10655,0.25223,0.16151,0.0,1.1675,0.13802,0.13414,0.52559,0.71206,0.14057,1.1675,0.74817,0.094501,0.21277,2.9646,0.68332,1.4838,1.7591,3.0173,0.028779,1.3703,0.14763,0.11368,66.519,0
4670,43.813,-0.65407,0.014617,91.893,4.0686,0.42637,0.040518,-2801.0,134.94,0.12369,0.98444,0.3697,7.4853,48.762,0.0,-77.869,0.038733,8.4626,4845.8,-0.84699,-0.20804,9.3096,0.038425,0.95679,-0.23918,0.10418,1.0158,0.037059,0.038767,0.098454,-0.058748,0.038767,2.6696,-0.058748,0.003757,0.95679,-0.061401,0.075324,0.75002,0.75002,2.7049,0.058278,0.42535,0.027414,0.014097,132.84,0
4671,43.832,0.27958,0.11733,89.016,4.1093,0.095979,1.9354,2398.6,42.618,1.1157,0.87939,0.11628,7.2087,50.633,0.82922,138.53,1.4272,9.5095,1051.3,0.26765,0.69063,1.6457,0.13454,0.5188,0.18648,0.0,1.1466,0.1709,0.16669,0.26275,0.34592,0.14671,1.1466,0.88023,0.15321,0.11676,0.92754,0.34719,0.58451,2.5972,8.5999,0.20211,1.5645,0.15708,0.14532,37.165,0
4672,39.277,0.26504,0.15587,64.061,3.7995,0.012574,11.109,4892.4,23.261,1.7453,0.83002,0.063581,11.601,31.463,0.0,859.8,3.6983,11.197,127.18,5.3882,6.1585,10.472,0.23517,0.11271,0.77631,0.0,1.5087,0.29457,0.26977,0.5493,0.75675,0.25952,1.5087,0.88729,0.24074,0.079613,7.872,2.8699,7.5938,10.751,15.728,7.425,9.0586,0.2144,0.19515,19.26,0
4673,40.362,-0.20091,-0.036831,96.3,4.0334,-26.674,-0.084629,-772.44,115.34,-0.3212,1.0369,0.316,6.7037,54.447,1.0001,-63.362,-0.15,8.721,-28547.0,-0.11385,0.39468,2.1529,-0.049821,0.69124,-0.071532,-0.049821,0.96439,-0.066485,-0.058499,-0.066485,0.24798,-0.058499,1.373,0.49599,-0.11615,0.44323,0.35875,-0.012786,0.53773,0.83861,3.1646,0.033417,0.48867,-0.006534,-0.04915,119.6,0
4674,37.883,0.61995,0.06091,88.607,4.1096,0.064425,0.48709,7256.6,42.68,0.63982,0.91724,0.11693,6.7769,53.859,0.64564,21.963,0.71781,10.504,769.62,13.402,8.5819,87.347,0.22382,0.6272,0.56382,0.3627,1.0902,0.2829,0.30551,0.45525,0.36103,0.30551,3.6808,0.59412,0.29095,0.39411,0.57561,0.47426,1.5273,2.4306,8.552,0.16722,1.543,0.08095,0.076988,39.148,0
4675,42.238,0.042623,0.015469,143.55,5.3397,0.23005,0.99368,12827.0,200.95,0.20812,0.66778,0.54492,3.135,116.43,0.6233,554.78,0.059695,13.455,3446.0,0.098672,0.60479,1.6664,0.015326,0.64042,0.058667,-0.014499,0.9908,0.045966,0.045664,0.044447,0.17267,0.033008,0.9908,0.58371,-0.001468,0.34677,0.56148,0.10592,0.63309,1.1692,1.8351,0.045437,0.95682,0.068462,0.020893,127.75,0
4676,52.977,0.026522,0.0116,113.41,4.1907,0.17826,0.041423,-1014.1,164.13,0.079162,1.0096,0.44967,6.0915,59.92,0.066832,-83.419,0.024082,6.824,2203.7,-0.10322,0.65715,1.5024,0.011039,0.45983,-0.065375,0.050292,0.99046,0.010404,0.019048,0.04623,0.41621,0.019048,0.98476,0.44403,-0.046713,0.43202,0.90514,0.16563,0.79734,0.84868,2.2239,0.1643,0.5259,0.080039,0.010933,165.71,0
4677,18.436,-0.065628,-0.014277,50.586,4.6078,0.30769,-0.10191,1889.4,45.244,-0.27736,1.0191,0.12396,11.479,31.798,0.0,-12.629,-0.11302,19.428,3812.3,0.077424,1.0048,4.6191,-0.039705,0.35131,0.046615,-0.10145,0.98127,-0.039705,-0.035803,-0.10002,0.60499,-0.035803,2.8027,0.60499,-0.10914,0.35131,1.7221,0.095742,1.1327,1.1327,8.0673,0.035568,0.72522,0.012094,-0.014277,46.108,0
4678,47.856,0.1236,0.022145,110.49,4.3961,0.18528,0.093307,2166.4,99.087,0.17168,0.9838,0.27147,5.7559,63.414,0.080082,-33.568,0.082918,7.7527,2241.7,0.25229,1.1046,6.1653,0.047098,0.59853,0.087029,0.26043,1.0165,0.047098,0.055847,0.26043,0.38106,0.055847,2.1536,0.41157,0.005489,0.56801,0.63666,0.16283,1.0944,1.1532,3.6836,0.01973,0.67025,0.045823,0.022145,97.482,0
4679,11.302,0.11911,0.033246,40.682,3.1886,0.09895,6.939,171.0,53.522,1.716,0.63119,0.14411,10.86,33.61,0.0,137.7,0.36605,51.617,997.14,0.17169,1.1717,4.1978,0.090026,0.24417,0.11075,-0.006477,2.7079,0.10427,0.082254,0.089378,0.33808,-0.020725,2.7079,0.75583,0.082254,0.24417,3.0955,0.36605,1.4536,1.4536,6.939,0.21751,1.2387,0.033006,0.033006,32.912,0
4680,146.29,-0.041731,-0.007007,185.35,4.3754,0.30784,0.024747,2571.0,154.85,-0.01719,1.017,0.42424,9.9804,36.572,0.96229,-119.71,-0.01624,2.4534,5196.9,0.28,0.50782,3.0246,-0.008198,0.69387,0.10832,0.043286,0.98329,-0.008198,0.017171,0.043286,0.19645,0.017171,1.2255,0.38549,-0.039761,0.50483,0.28313,0.070235,0.88366,1.2146,2.3572,0.037603,0.26984,0.04165,-0.007007,157.48,0
4681,17.201,0.36308,0.079144,70.353,4.2555,0.081262,0.3498,381.18,86.721,1.8054,0.93022,0.23759,6.7154,54.353,0.27225,-13.842,0.44519,22.811,899.63,0.03762,0.72973,3.3477,0.14906,0.52802,0.021164,0.28456,1.075,0.18531,0.1847,0.35569,0.41053,0.1847,1.9555,0.5223,0.15578,0.41625,0.7775,0.40572,0.82841,1.0508,4.2089,0.17873,0.85249,0.11375,0.098392,80.67,0
4682,31.038,-0.95088,-0.0516,74.256,3.6495,-1.2541,2.7903,-843.33,119.51,-0.58017,1.0536,0.32264,8.7334,41.793,0.60616,880.66,-0.15291,11.244,-7744.6,-0.46947,0.31411,5.7884,-0.12025,0.87354,-0.18901,9e-05,2.3304,-0.1023,-0.1023,-0.12025,0.11525,-0.071401,2.3304,0.20312,-0.18138,0.78641,0.14477,-0.047129,0.68389,0.75966,3.0994,0.15679,0.4961,-0.017666,-0.0516,123.17,0
4683,115.17,0.20059,0.074884,185.2,4.7858,0.13969,0.18222,3880.0,191.49,0.26568,0.89323,0.52463,4.4336,82.326,0.2832,-94.804,0.1769,3.548,1848.2,0.14307,0.88309,2.3655,0.078673,0.6034,0.063543,0.023157,1.1195,0.087094,0.10995,0.034076,0.39221,0.10995,1.064,0.50328,0.077882,0.49233,0.64999,0.19748,0.92123,1.1291,1.9061,0.046283,0.5276,0.11342,0.082899,171.04,0
4684,61.546,0.12392,0.028537,134.2,5.0682,0.26551,0.093429,23162.0,87.321,0.17729,0.95462,0.23924,4.8376,75.451,0.93928,-7.0403,0.16636,6.2124,3151.0,0.40793,0.6584,2.8591,0.03959,0.61691,0.19794,0.10833,1.0475,0.052708,0.057637,0.12995,0.31947,0.057637,1.4718,0.61954,0.038885,0.31684,0.51786,0.11584,0.83444,1.6247,4.18,0.014768,0.91991,0.051509,0.037992,83.359,0
4685,9.1483,0.44904,0.058704,39.871,3.6827,0.054248,5.7558,308.28,49.182,2.5379,0.93215,0.13434,11.614,31.428,0.27815,-54.787,0.62914,43.232,637.45,0.1255,0.88057,6.7357,0.20168,0.55086,0.064014,0.10107,3.4356,0.29978,0.29103,0.35452,0.30275,0.27454,3.4356,0.57407,0.24359,0.42593,0.81534,0.57259,0.88942,1.1503,7.4441,0.26919,0.96371,0.09181,0.077999,45.251,0
4686,22.724,0.10017,0.014429,105.7,3.9982,0.28225,0.052302,-921.11,139.81,0.24029,0.96451,0.38304,4.3565,83.783,2.245,-71.47,0.008183,16.653,5325.1,-0.14208,0.26438,1.8354,0.017242,0.82788,-0.092502,0.010859,1.0368,0.003612,0.043299,-0.000637,0.17212,0.043299,1.2424,0.55854,-0.009834,0.44146,0.20791,0.068543,0.42151,0.79046,2.6107,0.006602,0.62792,0.047488,0.003023,134.85,0
4687,28.287,0.63496,0.015375,40.104,3.3646,0.11175,9.816,249.0,37.382,0.2024,0.98334,0.10187,29.49,12.377,0.0,-1312.5,0.19367,13.164,1368.9,1.2327,2.2376,92.411,0.12397,0.80518,0.10756,0.028078,8.0635,0.18143,0.18143,0.18445,0.15205,0.20173,8.0635,0.19525,0.12268,0.80518,0.24249,0.26663,1.1336,1.1336,9.816,0.033262,0.37285,0.026625,0.019339,36.447,0
4688,40.508,0.091653,0.010357,115.12,3.6709,0.13982,2.6393,94.009,120.02,0.095876,0.98632,0.32347,4.8219,75.696,0.46443,1526.3,0.056953,9.2573,1796.2,0.061448,0.7185,6.3584,0.021497,0.76545,0.020059,0.0,2.0756,0.064169,0.064166,0.11472,0.085186,0.088304,2.0756,0.34348,-0.054157,0.6535,0.30642,0.2032,0.87995,1.0307,3.0915,0.028896,0.6876,0.074937,0.017931,114.92,0
4689,19.072,0.39045,0.20389,71.709,3.7276,0.046769,1.9154,-589.0,190.77,4.8243,0.8092,0.52208,6.4851,56.283,0.0,-561.58,0.48283,23.661,504.7,-0.16629,0.83371,1.5966,0.21588,0.44711,-0.11028,0.0,1.0588,0.21625,0.2112,0.46283,0.49672,0.20333,1.0588,0.55289,0.10373,0.44711,1.2366,0.7232,0.75335,0.75335,1.9154,0.28811,0.65327,0.30539,0.20389,154.13,0
4690,38.273,0.068801,0.010971,62.089,3.5134,0.27992,2.8856,-957.45,127.45,0.10671,0.98932,0.34655,14.859,24.565,0.0,-29871.0,0.040482,9.727,3889.8,-0.47891,0.52109,3.2679,0.021975,0.6806,-0.29355,0.0,2.0031,0.045326,0.044734,0.028597,0.056341,0.053977,2.0031,0.3194,0.008422,0.6806,0.4693,0.093835,0.56868,0.56868,2.8856,0.06803,0.26611,0.031882,0.013755,124.02,0
